"","response","workerID","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"426",1,8,"fan","furniture","rightpredicate1","yellow",0,"color"
"427",1,8,"couch","furniture","rightpredicate1","good",0,"quality"
"428",0,8,"desk","furniture","rightpredicate1","square",1,"shape"
"429",0,8,"apple","food","rightpredicate1","red",1,"color"
"430",1,8,"couch","furniture","rightpredicate1","bad",0,"quality"
"431",1,8,"chair","furniture","rightpredicate1","metal",0,"material"
"432",1,8,"chair","furniture","rightpredicate1","old",0,"age"
"433",0,8,"chair","furniture","rightpredicate1","purple",1,"color"
"434",0,8,"carrot","food","rightpredicate1","wooden",1,"material"
"435",1,8,"TV","furniture","rightpredicate1","big",0,"size"
"436",0,8,"tomato","food","rightpredicate1","fresh",1,"age"
"437",1,8,"desk","furniture","rightpredicate1","blue",0,"color"
"438",1,8,"couch","furniture","rightpredicate1","wooden",0,"material"
"439",1,8,"couch","furniture","rightpredicate1","good",0,"quality"
"440",0.99,8,"TV","furniture","rightpredicate1","short",0.01,"size"
"441",0,8,"apple","food","rightpredicate1","short",1,"size"
"442",1,8,"apple","food","rightpredicate1","fresh",0,"age"
"443",0.92,9,"desk","furniture","rightpredicate1","small",0.08,"size"
"444",0.23,9,"cheese","food","rightpredicate1","big",0.77,"size"
"445",0.12,9,"banana","food","rightpredicate1","hard",0.88,"texture"
"446",0.03,9,"fan","furniture","rightpredicate1","fresh",0.97,"age"
"447",0.97,9,"banana","food","rightpredicate1","bad",0.03,"quality"
"448",0.09,9,"carrot","food","rightpredicate1","blue",0.91,"color"
"449",0.11,9,"couch","furniture","rightpredicate1","short",0.89,"size"
"450",0.03,9,"desk","furniture","rightpredicate1","wooden",0.97,"material"
"451",0.22,9,"carrot","food","rightpredicate1","yellow",0.78,"color"
"452",0.1,9,"TV","furniture","rightpredicate1","plastic",0.9,"material"
"453",0.11,9,"banana","food","rightpredicate1","round",0.89,"shape"
"454",0.47,9,"TV","furniture","rightpredicate1","new",0.53,"age"
"455",0.36,9,"fan","furniture","rightpredicate1","wooden",0.64,"material"
"456",0.2,9,"banana","food","rightpredicate1","square",0.8,"shape"
"457",0.48,9,"apple","food","rightpredicate1","fresh",0.52,"age"
"458",0.08,9,"cheese","food","rightpredicate1","metal",0.92,"material"
"459",0.53,9,"fan","furniture","rightpredicate1","soft",0.47,"texture"
"460",0.09,9,"tomato","food","rightpredicate1","metal",0.91,"material"
"461",0.26,9,"banana","food","rightpredicate1","huge",0.74,"size"
"462",0.52,9,"banana","food","rightpredicate1","small",0.48,"size"
"463",0.38,9,"fan","furniture","rightpredicate1","plastic",0.62,"material"
"464",0.03,9,"cheese","food","rightpredicate1","red",0.97,"color"
"465",0.12,9,"tomato","food","rightpredicate1","purple",0.88,"color"
"466",0.94,9,"couch","furniture","rightpredicate1","bad",0.0600000000000001,"quality"
"467",0.08,9,"banana","food","rightpredicate1","yellow",0.92,"color"
"468",0.85,9,"apple","food","rightpredicate1","red",0.15,"color"
"469",0.72,11,"couch","furniture","rightpredicate1","red",0.28,"color"
"470",0.9,11,"tomato","food","rightpredicate1","small",0.1,"size"
"471",0.9,11,"apple","food","rightpredicate1","rotten",0.1,"age"
"472",0.17,11,"tomato","food","rightpredicate1","yellow",0.83,"color"
"473",0.98,11,"desk","furniture","rightpredicate1","smooth",0.02,"texture"
"474",0.98,11,"apple","food","rightpredicate1","square",0.02,"shape"
"475",0.06,11,"TV","furniture","rightpredicate1","round",0.94,"shape"
"476",0.08,11,"desk","furniture","rightpredicate1","blue",0.92,"color"
"477",0.12,11,"banana","food","rightpredicate1","short",0.88,"size"
"478",0.98,11,"desk","furniture","rightpredicate1","wooden",0.02,"material"
"479",0.98,11,"couch","furniture","rightpredicate1","short",0.02,"size"
"480",0.04,11,"banana","food","rightpredicate1","huge",0.96,"size"
"481",0.99,11,"cheese","food","rightpredicate1","good",0.01,"quality"
"482",0.99,11,"chair","furniture","rightpredicate1","wooden",0.01,"material"
"483",0.89,11,"apple","food","rightpredicate1","good",0.11,"quality"
"484",0.92,11,"tomato","food","rightpredicate1","bad",0.08,"quality"
"485",0.06,11,"apple","food","rightpredicate1","yellow",0.94,"color"
"486",0.04,11,"couch","furniture","rightpredicate1","fresh",0.96,"age"
"487",0.12,11,"couch","furniture","rightpredicate1","round",0.88,"shape"
"488",0.98,11,"banana","food","rightpredicate1","soft",0.02,"texture"
"489",0.88,11,"couch","furniture","rightpredicate1","round",0.12,"shape"
"490",0.99,11,"couch","furniture","rightpredicate1","rotten",0.01,"age"
"491",0.06,11,"desk","furniture","rightpredicate1","metal",0.94,"material"
"492",0.14,11,"banana","food","rightpredicate1","metal",0.86,"material"
"493",0.06,11,"desk","furniture","rightpredicate1","soft",0.94,"texture"
"494",0.15,11,"desk","furniture","rightpredicate1","plastic",0.85,"material"
"495",0.18,14,"chair","furniture","rightpredicate1","metal",0.82,"material"
"496",0.96,14,"desk","furniture","rightpredicate1","round",0.04,"shape"
"497",0.85,14,"carrot","food","rightpredicate1","red",0.15,"color"
"498",0.02,14,"fan","furniture","rightpredicate1","brown",0.98,"color"
"499",0.92,14,"banana","food","rightpredicate1","metal",0.08,"material"
"500",0.87,14,"cheese","food","rightpredicate1","wooden",0.13,"material"
"501",0.9,14,"tomato","food","rightpredicate1","plastic",0.1,"material"
"502",0.87,14,"apple","food","rightpredicate1","bad",0.13,"quality"
"503",0.06,14,"banana","food","rightpredicate1","blue",0.94,"color"
"504",0.08,14,"apple","food","rightpredicate1","small",0.92,"size"
"505",0.9,14,"tomato","food","rightpredicate1","wooden",0.1,"material"
"506",0.03,14,"carrot","food","rightpredicate1","old",0.97,"age"
"507",0.03,14,"chair","furniture","rightpredicate1","big",0.97,"size"
"508",0.76,14,"desk","furniture","rightpredicate1","fresh",0.24,"age"
"509",0.91,14,"fan","furniture","rightpredicate1","soft",0.09,"texture"
"510",0.12,14,"carrot","food","rightpredicate1","soft",0.88,"texture"
"511",0.9,14,"TV","furniture","rightpredicate1","short",0.1,"size"
"512",0.04,14,"fan","furniture","rightpredicate1","red",0.96,"color"
"513",0.12,14,"tomato","food","rightpredicate1","square",0.88,"shape"
"514",0.88,14,"tomato","food","rightpredicate1","smooth",0.12,"texture"
"515",0.04,14,"TV","furniture","rightpredicate1","yellow",0.96,"color"
"516",0.73,14,"TV","furniture","rightpredicate1","small",0.27,"size"
"517",0.83,14,"desk","furniture","rightpredicate1","big",0.17,"size"
"518",0.07,14,"chair","furniture","rightpredicate1","red",0.93,"color"
"519",0.17,14,"desk","furniture","rightpredicate1","rotten",0.83,"age"
"520",0.82,14,"tomato","food","rightpredicate1","good",0.18,"quality"
"521",0.98,15,"banana","food","rightpredicate1","green",0.02,"color"
"522",0.7,15,"couch","furniture","rightpredicate1","round",0.3,"shape"
"523",0.08,15,"couch","furniture","rightpredicate1","long",0.92,"size"
"524",0.18,15,"apple","food","rightpredicate1","huge",0.82,"size"
"525",0.16,15,"couch","furniture","rightpredicate1","round",0.84,"shape"
"526",0.15,15,"fan","furniture","rightpredicate1","smooth",0.85,"texture"
"527",0.81,15,"tomato","food","rightpredicate1","fresh",0.19,"age"
"528",0.91,15,"couch","furniture","rightpredicate1","wooden",0.09,"material"
"529",0.14,15,"apple","food","rightpredicate1","fresh",0.86,"age"
"530",0.19,15,"chair","furniture","rightpredicate1","hard",0.81,"texture"
"531",0.19,15,"desk","furniture","rightpredicate1","huge",0.81,"size"
"532",0.15,15,"cheese","food","rightpredicate1","bad",0.85,"quality"
"533",0.5,15,"carrot","food","rightpredicate1","good",0.5,"quality"
"534",0.05,15,"chair","furniture","rightpredicate1","yellow",0.95,"color"
"535",0.01,15,"carrot","food","rightpredicate1","metal",0.99,"material"
"536",0.94,15,"fan","furniture","rightpredicate1","green",0.0600000000000001,"color"
"537",0.91,15,"cheese","food","rightpredicate1","smooth",0.09,"texture"
"538",0.16,15,"chair","furniture","rightpredicate1","plastic",0.84,"material"
"539",0.78,15,"cheese","food","rightpredicate1","huge",0.22,"size"
"540",0.07,15,"TV","furniture","rightpredicate1","rotten",0.93,"age"
"541",0.88,15,"carrot","food","rightpredicate1","purple",0.12,"color"
"542",0.86,15,"TV","furniture","rightpredicate1","old",0.14,"age"
"543",0.9,15,"banana","food","rightpredicate1","soft",0.1,"texture"
"544",0.08,15,"cheese","food","rightpredicate1","hard",0.92,"texture"
"545",0.12,15,"banana","food","rightpredicate1","wooden",0.88,"material"
"546",0.1,15,"apple","food","rightpredicate1","hard",0.9,"texture"
"547",0.53,17,"TV","furniture","rightpredicate1","round",0.47,"shape"
"548",0.45,17,"desk","furniture","rightpredicate1","brown",0.55,"color"
"549",0.9,17,"TV","furniture","rightpredicate1","small",0.1,"size"
"550",0.87,17,"tomato","food","rightpredicate1","hard",0.13,"texture"
"551",0.91,17,"fan","furniture","rightpredicate1","rotten",0.09,"age"
"552",0.01,17,"chair","furniture","rightpredicate1","brown",0.99,"color"
"553",0.89,17,"chair","furniture","rightpredicate1","rotten",0.11,"age"
"554",0.07,17,"carrot","food","rightpredicate1","wooden",0.93,"material"
"555",0.86,17,"cheese","food","rightpredicate1","purple",0.14,"color"
"556",0.79,17,"cheese","food","rightpredicate1","smooth",0.21,"texture"
"557",0.94,17,"banana","food","rightpredicate1","bad",0.0600000000000001,"quality"
"558",0.82,17,"apple","food","rightpredicate1","wooden",0.18,"material"
"559",0.87,17,"banana","food","rightpredicate1","plastic",0.13,"material"
"560",0.05,17,"cheese","food","rightpredicate1","smooth",0.95,"texture"
"561",0.84,17,"carrot","food","rightpredicate1","blue",0.16,"color"
"562",0.89,17,"cheese","food","rightpredicate1","old",0.11,"age"
"563",0.81,17,"carrot","food","rightpredicate1","small",0.19,"size"
"564",0.94,17,"apple","food","rightpredicate1","fresh",0.0600000000000001,"age"
"565",0.09,17,"tomato","food","rightpredicate1","metal",0.91,"material"
"566",0.83,17,"TV","furniture","rightpredicate1","hard",0.17,"texture"
"567",0.79,17,"apple","food","rightpredicate1","wooden",0.21,"material"
"568",0.85,17,"couch","furniture","rightpredicate1","wooden",0.15,"material"
"569",0.49,17,"apple","food","rightpredicate1","blue",0.51,"color"
"570",0.07,17,"cheese","food","rightpredicate1","blue",0.93,"color"
"571",0.88,17,"carrot","food","rightpredicate1","bad",0.12,"quality"
"572",0.85,17,"cheese","food","rightpredicate1","purple",0.15,"color"
"573",1,18,"banana","food","rightpredicate1","old",0,"age"
"574",0,18,"chair","furniture","rightpredicate1","round",1,"shape"
"575",0,18,"desk","furniture","rightpredicate1","purple",1,"color"
"576",0,18,"carrot","food","rightpredicate1","old",1,"age"
"577",0,18,"fan","furniture","rightpredicate1","new",1,"age"
"578",1,18,"fan","furniture","rightpredicate1","metal",0,"material"
"579",0,18,"desk","furniture","rightpredicate1","old",1,"age"
"580",0,18,"couch","furniture","rightpredicate1","wooden",1,"material"
"581",1,18,"cheese","food","rightpredicate1","bad",0,"quality"
"582",0,18,"TV","furniture","rightpredicate1","plastic",1,"material"
"583",0,18,"apple","food","rightpredicate1","small",1,"size"
"584",1,18,"banana","food","rightpredicate1","hard",0,"texture"
"585",0,18,"couch","furniture","rightpredicate1","big",1,"size"
"586",0,18,"chair","furniture","rightpredicate1","long",1,"size"
"587",1,18,"carrot","food","rightpredicate1","rotten",0,"age"
"588",0,18,"chair","furniture","rightpredicate1","wooden",1,"material"
"589",1,18,"fan","furniture","rightpredicate1","long",0,"size"
"590",0,18,"fan","furniture","rightpredicate1","metal",1,"material"
"591",0,18,"TV","furniture","rightpredicate1","green",1,"color"
"592",1,18,"apple","food","rightpredicate1","soft",0,"texture"
"593",0,18,"chair","furniture","rightpredicate1","yellow",1,"color"
"594",1,18,"desk","furniture","rightpredicate1","smooth",0,"texture"
"595",1,18,"cheese","food","rightpredicate1","purple",0,"color"
"596",0,18,"carrot","food","rightpredicate1","metal",1,"material"
"597",0,18,"couch","furniture","rightpredicate1","soft",1,"texture"
"598",0,18,"TV","furniture","rightpredicate1","small",1,"size"
"599",0.29,33,"banana","food","rightpredicate1","square",0.71,"shape"
"600",0.17,33,"TV","furniture","rightpredicate1","fresh",0.83,"age"
"601",0.19,33,"TV","furniture","rightpredicate1","hard",0.81,"texture"
"602",0.82,33,"couch","furniture","rightpredicate1","smooth",0.18,"texture"
"603",0.26,33,"chair","furniture","rightpredicate1","short",0.74,"size"
"604",0.15,33,"desk","furniture","rightpredicate1","long",0.85,"size"
"605",0.85,33,"couch","furniture","rightpredicate1","green",0.15,"color"
"606",0.82,33,"chair","furniture","rightpredicate1","yellow",0.18,"color"
"607",0.11,33,"TV","furniture","rightpredicate1","good",0.89,"quality"
"608",0.19,33,"cheese","food","rightpredicate1","big",0.81,"size"
"609",0.8,33,"apple","food","rightpredicate1","new",0.2,"age"
"610",0.62,33,"chair","furniture","rightpredicate1","square",0.38,"shape"
"611",0.78,33,"TV","furniture","rightpredicate1","big",0.22,"size"
"612",0.34,33,"TV","furniture","rightpredicate1","blue",0.66,"color"
"613",0.76,33,"cheese","food","rightpredicate1","small",0.24,"size"
"614",0.73,33,"desk","furniture","rightpredicate1","good",0.27,"quality"
"615",0.8,33,"fan","furniture","rightpredicate1","old",0.2,"age"
"616",0.82,33,"banana","food","rightpredicate1","blue",0.18,"color"
"617",0.83,33,"TV","furniture","rightpredicate1","small",0.17,"size"
"618",0.75,33,"cheese","food","rightpredicate1","green",0.25,"color"
"619",0.35,33,"TV","furniture","rightpredicate1","brown",0.65,"color"
"620",0.77,33,"chair","furniture","rightpredicate1","red",0.23,"color"
"621",0.78,33,"TV","furniture","rightpredicate1","square",0.22,"shape"
"622",0.78,33,"banana","food","rightpredicate1","huge",0.22,"size"
"623",0.76,33,"apple","food","rightpredicate1","small",0.24,"size"
"624",0.19,33,"banana","food","rightpredicate1","huge",0.81,"size"
