"","workerid","noun","gender","nounclass","slide_number","predicate","class","response","language","comments","asses","test1","test2","test3","dialect","lived","describe","years","proficiency"
"1024","vi. 40","fan","Female","furniture",26,"soft","texture",0.05,"اللغة ألعربية","هناك بعض ألاخطاء اللغوية وجدتها اثناء اكمال مهمتي في هذا الدراسة.
الخطاء كان في خانة الأسالة الشخصية ، تحديداً في المستوى التعليمي
وكان هناك خيار بعض الجامعة ! وهذا جملة خاطئة باللغة العربية
اظن انها تمت ترجمتها حرفياً من اللغة الانجليزية
والاصح ان يكون الخيار : لم اكمل دراستي الجامعية .
هذا كل ما لدي. لقد استمتعت حقاً بمشاركتي في هذا الدراسة.
اتمنى لكم حظاً سعيداً يارفاق","Yes","correct","correct","correct","iraqi","both","arabic-arabic","5+","advanced"
"1025","vi. 40","apple","Female","food",27,"metal","material",0.09,"اللغة ألعربية","هناك بعض ألاخطاء اللغوية وجدتها اثناء اكمال مهمتي في هذا الدراسة.
الخطاء كان في خانة الأسالة الشخصية ، تحديداً في المستوى التعليمي
وكان هناك خيار بعض الجامعة ! وهذا جملة خاطئة باللغة العربية
اظن انها تمت ترجمتها حرفياً من اللغة الانجليزية
والاصح ان يكون الخيار : لم اكمل دراستي الجامعية .
هذا كل ما لدي. لقد استمتعت حقاً بمشاركتي في هذا الدراسة.
اتمنى لكم حظاً سعيداً يارفاق","Yes","correct","correct","correct","iraqi","both","arabic-arabic","5+","advanced"
"1026","vi. 41","couch","Male","furniture",3,"old","age",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1027","vi. 41","couch","Male","furniture",4,"square","shape",0,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1028","vi. 41","fan","Male","furniture",5,"hard","texture",0.54,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1029","vi. 41","desk","Male","furniture",6,"round","shape",0,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1030","vi. 41","TV","Male","furniture",7,"yellow","color",0.56,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1031","vi. 41","desk","Male","furniture",8,"good","quality",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1032","vi. 41","TV","Male","furniture",9,"metal","material",0.31,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1033","vi. 41","couch","Male","furniture",10,"long","size",0.56,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1034","vi. 41","carrot","Male","food",11,"blue","color",0,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1035","vi. 41","carrot","Male","food",12,"purple","color",0,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1036","vi. 41","TV","Male","furniture",13,"green","color",0.58,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1037","vi. 41","cheese","Male","food",14,"red","color",0.58,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1038","vi. 41","tomato","Male","food",15,"small","size",0.7,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1039","vi. 41","desk","Male","furniture",16,"wooden","material",0.54,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1040","vi. 41","cheese","Male","food",17,"plastic","material",0.53,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1041","vi. 41","cheese","Male","food",18,"smooth","texture",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1042","vi. 41","chair","Male","furniture",19,"rotten","age",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1043","vi. 41","apple","Male","food",20,"new","age",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1044","vi. 41","apple","Male","food",21,"soft","texture",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1045","vi. 41","desk","Male","furniture",22,"short","size",0.75,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1046","vi. 41","cheese","Male","food",23,"fresh","age",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1047","vi. 41","carrot","Male","food",24,"huge","size",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1048","vi. 41","apple","Male","food",25,"big","size",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1049","vi. 41","carrot","Male","food",26,"bad","quality",1,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1050","vi. 41","apple","Male","food",27,"brown","color",0,"العربية","","Yes","correct","correct","correct","other","both","arabic-arabic","5+","advanced"
"1126","vi. 45","TV","Male","furniture",3,"old","age",0.03,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1127","vi. 45","TV","Male","furniture",4,"bad","quality",1,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1128","vi. 45","desk","Male","furniture",5,"good","quality",0.99,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1129","vi. 45","fan","Male","furniture",6,"rotten","age",0.04,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1130","vi. 45","chair","Male","furniture",7,"huge","size",0.68,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1131","vi. 45","apple","Male","food",8,"fresh","age",0.17,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1132","vi. 45","desk","Male","furniture",9,"new","age",0.26,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1133","vi. 45","apple","Male","food",10,"hard","texture",0.68,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1134","vi. 45","carrot","Male","food",11,"metal","material",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1135","vi. 45","tomato","Male","food",12,"wooden","material",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1136","vi. 45","banana","Male","food",13,"brown","color",0.13,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1137","vi. 45","banana","Male","food",14,"big","size",0.32,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1138","vi. 45","apple","Male","food",15,"red","color",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1139","vi. 45","couch","Male","furniture",16,"yellow","color",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1140","vi. 45","desk","Male","furniture",17,"green","color",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1141","vi. 45","chair","Male","furniture",18,"small","size",0.42,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1142","vi. 45","chair","Male","furniture",19,"plastic","material",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1143","vi. 45","TV","Male","furniture",20,"long","size",0.38,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1144","vi. 45","carrot","Male","food",21,"soft","texture",0.22,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1145","vi. 45","tomato","Male","food",22,"smooth","texture",0.41,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1146","vi. 45","apple","Male","food",23,"square","shape",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1147","vi. 45","banana","Male","food",24,"blue","color",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1148","vi. 45","TV","Male","furniture",25,"round","shape",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1149","vi. 45","fan","Male","furniture",26,"purple","color",0,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1150","vi. 45","carrot","Male","food",27,"short","size",0.28,"العربية","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","advanced"
"1501","vi. 60","TV","Male","furniture",3,"round","shape",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1502","vi. 60","chair","Male","furniture",4,"fresh","age",0.48," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1503","vi. 60","desk","Male","furniture",5,"brown","color",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1504","vi. 60","desk","Male","furniture",6,"soft","texture",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1505","vi. 60","TV","Male","furniture",7,"smooth","texture",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1506","vi. 60","carrot","Male","food",8,"metal","material",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1507","vi. 60","apple","Male","food",9,"small","size",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1508","vi. 60","TV","Male","furniture",10,"new","age",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1509","vi. 60","banana","Male","food",11,"big","size",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1510","vi. 60","desk","Male","furniture",12,"blue","color",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1511","vi. 60","banana","Male","food",13,"red","color",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1512","vi. 60","couch","Male","furniture",14,"square","shape",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1513","vi. 60","cheese","Male","food",15,"yellow","color",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1514","vi. 60","chair","Male","furniture",16,"huge","size",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1515","vi. 60","carrot","Male","food",17,"old","age",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1516","vi. 60","carrot","Male","food",18,"wooden","material",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1517","vi. 60","couch","Male","furniture",19,"good","quality",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1518","vi. 60","fan","Male","furniture",20,"bad","quality",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1519","vi. 60","couch","Male","furniture",21,"plastic","material",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1520","vi. 60","banana","Male","food",22,"rotten","age",0," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1521","vi. 60","TV","Male","furniture",23,"hard","texture",0.03," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1522","vi. 60","couch","Male","furniture",24,"short","size",0.02," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1523","vi. 60","chair","Male","furniture",25,"green","color",0.0600000000000001," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1524","vi. 60","couch","Male","furniture",26,"purple","color",0.01," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1525","vi. 60","fan","Male","furniture",27,"long","size",0.03," العربية","الغة الجزائرية هي لغة عربية ولكن يوجد كلمات أمازغية و كلمات فرنسية  في اللهجة الجزائرية، و لكن نحن نطقن العرية الفصحى جيدا، انا اتكلم بطلاقة، العربية، والفرنسية و الانجليزية و الالمانية والامازغية و الجزائرية التي يتكلم بها  42 مليون نسمة و للجزائرية عدة لهجاة حوالي 48 لهجة","Yes","correct","correct","correct","other","both","arabic-arabic","5+","superior"
"1551","vi. 62","chair","Female","furniture",3,"bad","quality",1,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1552","vi. 62","chair","Female","furniture",4,"round","shape",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1553","vi. 62","desk","Female","furniture",5,"red","color",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1554","vi. 62","banana","Female","food",6,"green","color",0.56,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1555","vi. 62","banana","Female","food",7,"small","size",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1556","vi. 62","carrot","Female","food",8,"fresh","age",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1557","vi. 62","fan","Female","furniture",9,"new","age",0.51,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1558","vi. 62","apple","Female","food",10,"plastic","material",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1559","vi. 62","fan","Female","furniture",11,"hard","texture",1,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1560","vi. 62","tomato","Female","food",12,"wooden","material",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1561","vi. 62","carrot","Female","food",13,"purple","color",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1562","vi. 62","banana","Female","food",14,"big","size",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1563","vi. 62","tomato","Female","food",15,"square","shape",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1564","vi. 62","chair","Female","furniture",16,"huge","size",1,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1565","vi. 62","cheese","Female","food",17,"smooth","texture",1,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1566","vi. 62","apple","Female","food",18,"old","age",1,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1567","vi. 62","cheese","Female","food",19,"metal","material",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1568","vi. 62","cheese","Female","food",20,"brown","color",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1569","vi. 62","carrot","Female","food",21,"long","size",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1570","vi. 62","TV","Female","furniture",22,"good","quality",1,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1571","vi. 62","tomato","Female","food",23,"blue","color",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1572","vi. 62","carrot","Female","food",24,"soft","texture",0.45,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1573","vi. 62","tomato","Female","food",25,"yellow","color",0,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1574","vi. 62","apple","Female","food",26,"rotten","age",1,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1575","vi. 62","banana","Female","food",27,"short","size",0.52,"Arabic","","Yes","correct","correct","correct","levantine","both","arabic-arabic","5+","advanced"
"1576","vi. 63","cheese","Male","food",3,"blue","color",0.05,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1577","vi. 63","banana","Male","food",4,"hard","texture",0.79,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1578","vi. 63","couch","Male","furniture",5,"round","shape",0,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1579","vi. 63","banana","Male","food",6,"smooth","texture",0.89,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1580","vi. 63","fan","Male","furniture",7,"bad","quality",0.93,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1581","vi. 63","desk","Male","furniture",8,"rotten","age",0.84,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1582","vi. 63","apple","Male","food",9,"metal","material",0.73,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1583","vi. 63","carrot","Male","food",10,"square","shape",0.04,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1584","vi. 63","fan","Male","furniture",11,"red","color",0.08,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1585","vi. 63","carrot","Male","food",12,"huge","size",0.93,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1586","vi. 63","TV","Male","furniture",13,"soft","texture",0.73,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1587","vi. 63","couch","Male","furniture",14,"long","size",0.85,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1588","vi. 63","cheese","Male","food",15,"plastic","material",0.02,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1589","vi. 63","fan","Male","furniture",16,"short","size",0.91,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1590","vi. 63","cheese","Male","food",17,"purple","color",0.04,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1591","vi. 63","banana","Male","food",18,"wooden","material",0.16,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1592","vi. 63","chair","Male","furniture",19,"brown","color",0.13,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1593","vi. 63","fan","Male","furniture",20,"fresh","age",0.75,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1594","vi. 63","fan","Male","furniture",21,"new","age",0.66,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1595","vi. 63","apple","Male","food",22,"big","size",0.9,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1596","vi. 63","banana","Male","food",23,"small","size",0.87,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1597","vi. 63","desk","Male","furniture",24,"yellow","color",0.09,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1598","vi. 63","chair","Male","furniture",25,"old","age",0.83,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1599","vi. 63","banana","Male","food",26,"good","quality",0.87,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
"1600","vi. 63","couch","Male","furniture",27,"green","color",0.12,"العربيه","","Yes","correct","correct","correct","egyptian","both","arabic-arabic","5+","superior"
